,price,retail_price,units_sold,uses_ad_boosts,rating_five_count,rating_four_count,rating_three_count,rating_two_count,rating_one_count,product_color,product_variation_size_id,product_variation_inventory,shipping_option_name,shipping_option_price,countries_shipped_to,urgency_text,merchant_rating_count,merchant_rating
669,11.0,10,100,0,12.0,4.0,2.0,1.0,1.0,other,S,50,Livraison standard,3,33,None,360,4.230555555555555
73,11.0,10,100,1,20.0,7.0,8.0,6.0,9.0,black,S,50,Livraison standard,3,41,None,225438,4.301120485454981
1098,11.0,13,100,0,22.0,9.0,8.0,1.0,6.0,blue,S,50,Livraison standard,2,41,None,27964,3.948612501788013
1096,11.0,28,100,1,48.0,25.0,20.0,7.0,7.0,other,M,2,Livraison standard,3,44,None,435,4.186206896551724
1090,11.0,17,100,0,2.0,1.0,0.0,0.0,0.0,red,S,50,Livraison standard,2,14,None,1279,3.7075840500390935
50,11.0,20,100,0,5.0,3.0,2.0,1.0,3.0,white,S,50,Livraison standard,2,34,Quantité limitée !,3120,4.174679487179486
8,11.0,84,100,1,6.0,2.0,3.0,1.0,3.0,black,M,50,Livraison standard,2,36,Quantité limitée !,330,3.803030303030303
1081,11.0,10,100,0,31.0,15.0,15.0,16.0,19.0,green,S,50,Livraison standard,2,40,None,2282,4.21034180543383
1566,11.0,134,100,1,7.0,11.0,4.0,2.0,4.0,black,S,50,Livraison standard,3,46,None,1926,4.071651090342678
91,11.0,10,100,1,20.0,7.0,8.0,6.0,9.0,black,S,50,Livraison standard,3,41,Quantité limitée !,225438,4.301120485454981
156,11.0,16,100,1,2.0,1.0,6.0,0.0,3.0,red,S,50,Livraison standard,2,16,Quantité limitée !,18,3.6666666666666665
394,11.0,13,100,1,2.0,2.0,0.0,0.0,1.0,blue,XL,10,Livraison standard,2,41,Quantité limitée !,23832,4.020434709634105
553,11.0,59,100,1,2.0,0.0,1.0,0.0,0.0,white,S,50,Livraison standard,3,41,None,38258,3.955434157561817
399,11.0,134,100,1,7.0,11.0,4.0,2.0,4.0,black,S,50,Livraison standard,3,46,Quantité limitée !,1926,4.071651090342678
322,11.0,26,100,0,8.0,2.0,0.0,1.0,1.0,other,OTHER,50,Livraison standard,2,70,None,874,4.054919908466819
318,11.0,22,100,1,6.0,2.0,5.0,1.0,10.0,black,4XL,1,Livraison standard,2,43,None,746,4.018766756032171
299,11.0,10,100,1,5.0,5.0,4.0,3.0,5.0,black,S,50,Livraison standard,3,38,Quantité limitée !,16487,3.967610844908109
1300,11.0,59,100,1,12.0,5.0,4.0,2.0,5.0,black,M,50,Livraison standard,3,40,None,14291,4.184731649289763
285,11.0,10,100,0,9.0,5.0,4.0,1.0,3.0,yellow,OTHER,5,Livraison standard,3,68,None,1746,4.024054982817868
276,11.0,59,100,0,20.0,14.0,10.0,7.0,5.0,red,M,50,Livraison standard,3,54,Quantité limitée !,4811,4.194554146747039
262,11.0,10,100,0,13.0,5.0,8.0,4.0,8.0,blue,M,50,Livraison standard,3,80,Quantité limitée !,168,3.7321428571428568
430,11.0,51,100,1,1.0,1.0,0.0,1.0,1.0,white,S,50,Livraison standard,2,43,None,17222,4.001277435837881
1282,11.0,84,100,0,12.0,4.0,8.0,6.0,1.0,black,M,50,Livraison standard,2,34,None,5311,4.034645076256825
245,11.0,10,100,1,5.0,3.0,1.0,2.0,2.0,black,XL,50,Livraison standard,2,42,None,885,4.15593220338983
448,11.0,50,100,1,2.0,1.0,3.0,1.0,2.0,black,S,50,Livraison standard,3,36,None,17,2.9411764705882355
462,11.0,10,100,1,11.0,8.0,3.0,7.0,10.0,pink,XS,3,Livraison standard,2,47,None,103,3.6893203883495143
229,11.0,89,100,0,22.0,8.0,9.0,3.0,6.0,orange,S,4,Livraison standard,2,37,None,104269,4.253287170683522
220,11.0,10,100,1,17.0,0.0,2.0,2.0,4.0,red,XS,50,Livraison standard,2,27,Quantité limitée !,794,4.2770780856423185
1260,11.0,47,100,0,14.0,7.0,0.0,1.0,1.0,green,4XL,50,الشحن القياسي,3,40,None,7197,4.3609837432263445
480,11.0,10,100,0,29.0,9.0,8.0,1.0,4.0,white,S,50,Livraison standard,2,43,None,16994,4.2636812992821005
213,11.0,84,100,1,6.0,5.0,4.0,0.0,3.0,grey,XS,5,Livraison standard,2,27,None,435,3.855172413793104
1444,11.0,10,100,0,46.0,24.0,14.0,6.0,8.0,red,M,50,Livraison standard,2,42,None,5070,4.2767258382643
1448,11.0,10,100,1,5.0,4.0,4.0,6.0,7.0,pink,XS,3,Livraison standard,2,49,None,99,3.5454545454545454
1452,11.0,10,100,1,20.0,7.0,6.0,3.0,1.0,red,M,50,Livraison standard,3,41,None,9703,3.9707307018447904
1459,11.0,47,100,0,14.0,7.0,0.0,1.0,1.0,green,4XL,50,الشحن القياسي,3,40,Quantité limitée !,7197,4.3609837432263445
1461,11.0,10,100,1,17.0,2.0,6.0,1.0,3.0,black,S,50,Livraison standard,2,39,None,24564,3.9288796612929486
1227,11.0,10,100,0,59.0,21.0,15.0,11.0,9.0,white_green,S,50,Envio Padrão,3,14,None,5175,3.870917874396136
550,11.0,10,100,1,5.0,6.0,5.0,5.0,4.0,orange,S,9,Livraison standard,3,55,Quantité limitée !,7076,3.968061051441493
1209,11.0,20,100,0,5.0,3.0,2.0,1.0,3.0,white,S,50,Livraison standard,2,34,None,3120,4.174679487179486
168,11.0,89,100,0,8.0,5.0,6.0,0.0,5.0,black,S,50,Livraison standard,2,52,Quantité limitée !,73595,4.38569196276921
942,11.0,10,100,1,11.0,11.0,7.0,5.0,11.0,blue,XS,1,Livraison standard,3,26,None,364,3.381868131868132
1258,11.0,16,100,1,2.0,1.0,6.0,0.0,3.0,red,S,50,Livraison standard,2,16,None,18,3.6666666666666665
900,11.0,49,100,0,12.0,4.0,3.0,5.0,2.0,red,M,25,Livraison standard,2,43,Quantité limitée !,1160,4.143965517241379
715,11.0,10,100,1,5.0,1.0,2.0,1.0,1.0,yellow,XS,10,Livraison standard,2,26,None,247,3.94331983805668
941,11.0,10,100,0,37.0,17.0,10.0,8.0,17.0,other,XS,17,Livraison standard,3,32,None,88,3.5568181818181817
914,11.0,10,100,0,13.0,1.0,4.0,1.0,3.0,white,XS,50,Livraison standard,3,40,None,7363,4.106342523427951
809,11.0,84,100,0,23.0,9.0,8.0,3.0,13.0,orange,M,50,Livraison standard,3,40,Quantité limitée !,90105,4.2012984851007165
808,11.0,14,100,0,11.0,7.0,7.0,3.0,10.0,black,M,9,Livraison standard,3,94,None,38985,4.064229831986662
866,11.0,10,100,1,4.0,2.0,0.0,3.0,1.0,red,S,49,Livraison standard,3,30,None,12919,4.024460097530769
712,11.0,10,100,1,6.0,1.0,0.0,0.0,1.0,pink,S,50,Livraison standard,2,139,Quantité limitée !,120,4.283333333333333
1072,11.0,10,100,0,3.0,1.0,0.0,0.0,0.0,black,XS,4,Livraison standard,3,20,None,10286,3.6965778728368655
804,11.0,10,100,1,17.0,0.0,2.0,2.0,4.0,red,XS,50,Livraison standard,2,27,None,794,4.2770780856423185
725,11.0,10,100,1,5.0,5.0,4.0,3.0,5.0,black,S,50,Livraison standard,3,38,None,16487,3.967610844908109
889,11.0,10,100,1,29.0,10.0,15.0,6.0,11.0,green,4XL,50,Livraison standard,3,35,None,2782,4.06901509705248
1053,11.0,17,100,1,4.0,1.0,2.0,1.0,2.0,white,S,50,Livraison standard,2,43,None,33855,3.917353418992764
988,11.0,42,100,0,33.0,11.0,5.0,3.0,3.0,green,OTHER,9,Livraison standard,2,105,Quantité limitée !,6121,4.365789903610522
388,20.0,17,50,0,7.0,2.0,2.0,0.0,1.0,red,S,50,Livraison standard,6,36,None,26,3.9230769230769234
884,20.0,17,50,0,7.0,2.0,2.0,0.0,1.0,red,S,50,Livraison standard,6,36,Quantité limitée !,26,3.9230769230769234
52,1.0,11,1000,1,3.0,0.0,1.0,0.0,1.0,blue,2XS,37,Livraison standard,1,41,None,8197,3.858118823959985
601,9.0,59,100,0,12.0,5.0,6.0,3.0,3.0,beige,S,50,Livraison standard,3,42,None,3300,4.0242424242424235
1388,9.0,17,100,1,22.0,4.0,3.0,2.0,3.0,purple,XS,19,Livraison standard,3,27,None,1928,4.130186721991701
671,9.0,21,100,0,17.0,10.0,6.0,8.0,6.0,green,M,7,Livraison standard,3,34,None,9827,4.113869950137377
395,9.0,22,100,1,2.0,2.0,4.0,1.0,1.0,white,S,50,Livraison standard,3,43,None,16099,3.9514876700416175
825,9.0,8,100,1,13.0,4.0,4.0,0.0,2.0,black,OTHER,3,Livraison standard,3,47,None,3769,4.239851419474662
899,9.0,21,100,0,17.0,10.0,6.0,8.0,6.0,green,M,7,Livraison standard,3,34,Quantité limitée !,9827,4.113869950137377
1003,9.0,8,100,1,17.0,19.0,12.0,8.0,16.0,red,S,10,Livraison standard,3,26,None,288,3.7291666666666665
334,9.0,8,100,0,14.0,8.0,1.0,1.0,3.0,yellow,M,50,Livraison standard,3,22,None,34975,4.336583273766976
341,9.0,8,100,1,17.0,19.0,12.0,8.0,16.0,red,S,10,Livraison standard,3,26,Quantité limitée !,288,3.7291666666666665
1122,9.0,8,100,0,27.0,5.0,7.0,1.0,11.0,grey,XS,50,Livraison standard,3,21,None,5939,4.070213840713925
254,9.0,34,100,1,8.0,6.0,3.0,4.0,7.0,blue,XS,50,Livraison standard,3,40,Quantité limitée !,1472,3.5346467391304346
221,9.0,34,100,1,13.0,3.0,0.0,1.0,1.0,black,M,50,Livraison standard,3,39,None,1385,4.124909747292419
1454,9.0,34,100,1,8.0,6.0,3.0,4.0,7.0,blue,XS,50,Livraison standard,3,40,None,1472,3.5346467391304346
641,9.0,17,100,0,35.0,25.0,7.0,13.0,12.0,other,S,1,Livraison standard,3,107,None,3190,4.289968652037619
734,9.0,8,100,0,11.0,4.0,6.0,5.0,1.0,blue,M,50,Livraison standard,3,81,Quantité limitée !,104,3.8942307692307687
831,9.0,84,100,1,32.0,16.0,22.0,4.0,8.0,pink,S,15,Livraison standard,3,43,None,35679,3.9097788615151767
981,9.0,8,100,1,26.0,7.0,7.0,2.0,4.0,beige,OTHER,10,Livraison standard,3,30,None,300,3.966666666666667
1410,9.0,8,100,0,6.0,0.0,2.0,0.0,0.0,green,S,50,Стандартная доставка,3,46,None,5988,3.945223780895124
1314,9.0,135,100,0,10.0,10.0,5.0,4.0,4.0,white,S,50,Livraison standard,3,39,None,9940,4.048993963782697
1391,9.0,11,100,0,9.0,4.0,1.0,1.0,0.0,purple,S,50,Livraison standard,3,43,None,29615,3.9280094546682425
178,9.0,8,100,1,17.0,7.0,4.0,1.0,2.0,grey,S,20,Livraison standard,3,35,None,2869,3.9745555942837223
931,9.0,8,100,0,11.0,4.0,6.0,5.0,1.0,blue,M,50,Livraison standard,3,81,None,104,3.8942307692307687
128,9.0,56,100,1,17.0,6.0,2.0,1.0,4.0,pink_black,2XS,3,Livraison standard,3,19,None,49,3.7142857142857135
471,9.0,50,100,1,16.0,10.0,3.0,5.0,3.0,grey,S,50,Livraison standard,3,42,None,3237,3.948409020698177
1030,9.0,49,100,1,51.0,14.0,21.0,9.0,14.0,pink,M,50,Livraison standard,3,36,None,267,4.04119850187266
1242,9.0,9,100,1,0.0,0.0,0.0,0.0,0.0,white,S,50,Livraison standard,3,44,Quantité limitée !,246312,4.2037253564584764
460,9.0,46,100,0,6.0,1.0,0.0,0.0,0.0,other,OTHER,30,Livraison standard,3,74,None,2228,4.228007181328547
100,9.0,8,100,1,17.0,19.0,12.0,8.0,16.0,red,S,10,Livraison standard,3,26,None,288,3.7291666666666665
764,9.0,10,100,1,27.0,6.0,8.0,3.0,7.0,white,XL,2,Livraison standard,3,39,None,1078,3.651205936920223
523,9.0,8,100,0,5.0,3.0,1.0,0.0,1.0,purple,XS,10,Livraison standard,3,26,Quantité limitée !,4402,4.022944116310768
1190,9.0,9,100,1,0.0,0.0,0.0,0.0,0.0,white,S,50,Livraison standard,3,44,None,246312,4.2037253564584764
358,8.0,22,100,0,7.0,1.0,2.0,0.0,2.0,black,S,47,Livraison standard,2,43,Quantité limitée !,65189,4.049640276733805
612,8.0,7,100,0,3.0,1.0,1.0,0.0,1.0,white,XS,5,Livraison standard,2,23,Quantité limitée !,211,3.5450236966824646
613,8.0,30,100,0,13.0,7.0,4.0,3.0,7.0,grey,M,50,Livraison standard,3,35,Quantité limitée !,11030,3.952583862194016
323,8.0,7,100,1,14.0,4.0,5.0,2.0,3.0,red,XS,2,Livraison standard,3,28,Quantité limitée !,889,4.390326209223847
530,8.0,21,100,0,20.0,6.0,5.0,2.0,3.0,white,M,50,Livraison standard,2,48,None,5781,4.274865940148763
1347,8.0,10,100,0,27.0,18.0,7.0,2.0,4.0,white_green,XS,3,Livraison standard,2,23,None,123,4.0406504065040645
623,8.0,85,100,0,0.0,1.0,1.0,0.0,0.0,purple,S,50,Livraison standard,3,45,None,59234,3.9870513556403417
540,8.0,7,100,0,16.0,6.0,7.0,4.0,9.0,yellow,XS,50,Livraison standard,3,14,None,198,3.8383838383838382
1348,8.0,7,100,0,0.0,0.0,1.0,0.0,1.0,black,2XS,46,Livraison standard,3,41,None,14676,4.07420278004906
1234,16.0,14,50,0,8.0,5.0,0.0,2.0,3.0,black,2XL,2,Livraison standard,5,37,None,5508,4.322984749455338
1342,8.0,48,100,1,47.0,11.0,7.0,3.0,11.0,khaki,OTHER,1,Livraison standard,3,17,None,131,3.854961832061069
343,8.0,7,100,0,9.0,7.0,2.0,0.0,3.0,purple,XS,50,Livraison standard,3,21,Quantité limitée !,6126,4.3183153770812925
620,8.0,7,100,1,1.0,1.0,0.0,0.0,1.0,blue,S,50,Livraison standard,2,40,None,619,4.368336025848143
520,8.0,7,100,0,0.0,0.0,1.0,0.0,1.0,black,2XS,46,Livraison standard,3,41,Quantité limitée !,14676,4.07420278004906
1311,8.0,11,100,0,40.0,24.0,13.0,3.0,11.0,red,2XS,43,Livraison standard,3,25,None,11557,4.04006229990482
466,8.0,13,100,0,29.0,16.0,2.0,5.0,5.0,grey,M,50,Livraison standard,2,51,None,4516,4.231842338352524
1281,8.0,7,100,0,15.0,4.0,3.0,0.0,1.0,blue,XS,4,Livraison standard,2,20,Quantité limitée !,107,3.8971962616822435
1189,8.0,22,100,1,9.0,4.0,0.0,3.0,1.0,blue,S,50,Livraison standard,2,43,None,65189,4.049640276733805
320,8.0,7,100,0,77.0,14.0,10.0,6.0,4.0,other,S,50,Envío normal,3,38,None,1290,4.212403100775194
1317,8.0,11,100,0,5.0,2.0,4.0,4.0,6.0,red,S,50,Livraison standard,2,17,None,31,3.5806451612903225
1319,8.0,65,100,0,18.0,1.0,5.0,1.0,4.0,white,S,1,Livraison standard,2,33,Quantité limitée !,239,3.882845188284519
568,8.0,7,100,0,5.0,5.0,1.0,2.0,0.0,white_green,XS,5,Livraison standard,2,23,None,129,3.7906976744186047
589,8.0,7,100,1,1.0,1.0,0.0,0.0,1.0,blue,S,50,Livraison standard,2,40,Quantité limitée !,619,4.368336025848143
432,8.0,10,100,0,5.0,6.0,1.0,3.0,3.0,blue,XS,3,Standard Shipping,2,23,None,290,3.682758620689655
1274,8.0,7,100,0,72.0,31.0,17.0,8.0,11.0,purple,XS,1,Livraison standard,2,37,None,12745,4.277991369164378
571,8.0,51,100,0,19.0,5.0,5.0,1.0,1.0,pink,S,50,Livraison standard,2,43,None,5846,3.8325350667122815
844,8.0,7,100,0,9.0,0.0,3.0,1.0,1.0,black,S,1,Livraison standard,3,33,None,360,4.230555555555555
846,8.0,26,100,0,13.0,0.0,0.0,0.0,0.0,yellow,S,50,Livraison standard,2,33,None,138,3.659420289855072
464,8.0,10,100,0,27.0,18.0,7.0,2.0,4.0,white_green,XS,3,Livraison standard,2,23,Quantité limitée !,123,4.0406504065040645
1043,8.0,26,100,0,3.0,2.0,5.0,1.0,3.0,black,2XL,50,Livraison standard,2,40,None,43,3.1860465116279064
1336,8.0,7,100,1,9.0,2.0,1.0,1.0,6.0,blue,S,50,Livraison standard,3,41,Quantité limitée !,36033,3.965337329670025
1337,8.0,59,100,1,55.0,30.0,16.0,6.0,7.0,yellow,2XS,40,Livraison standard,3,18,None,231,3.7662337662337664
1267,8.0,7,100,0,4.0,5.0,0.0,1.0,0.0,white_green,XS,4,Livraison standard,3,20,None,88,3.9318181818181817
1369,8.0,7,100,1,14.0,4.0,5.0,2.0,3.0,red,XS,2,Livraison standard,3,28,None,889,4.390326209223847
1225,8.0,85,100,0,12.0,0.0,5.0,1.0,1.0,blue,M,10,Livraison standard,3,42,None,14664,4.231928532460447
319,8.0,7,100,1,3.0,1.0,3.0,1.0,3.0,white,S,50,Livraison standard,2,35,None,5768,4.484396671289876
894,8.0,7,100,0,9.0,1.0,1.0,1.0,3.0,grey,XS,50,Livraison standard,3,14,None,88,4.045454545454546
179,8.0,26,100,0,3.0,2.0,5.0,1.0,3.0,black,2XL,50,Livraison standard,2,40,Quantité limitée !,43,3.1860465116279064
174,8.0,7,100,0,9.0,4.0,6.0,2.0,8.0,yellow,XS,5,Livraison standard,2,32,None,89,4.067415730337078
173,8.0,7,100,1,5.0,2.0,0.0,0.0,2.0,green,S,25,Livraison standard,3,28,None,88193,4.0808907736441675
905,8.0,7,100,0,33.0,10.0,4.0,2.0,5.0,pink,XS,50,Livraison standard,2,21,Quantité limitée !,8989,3.851930136833908
1108,16.0,14,50,0,1.0,0.0,1.0,0.0,0.0,other,S,50,Livraison standard,4,34,None,3063,4.434214822069866
1155,8.0,9,100,0,34.0,13.0,19.0,11.0,17.0,red,S,50,Livraison standard,2,41,None,4955,4.005247225025227
1104,8.0,7,100,0,23.0,14.0,8.0,4.0,14.0,white,S,50,Livraison standard,2,40,None,5595,3.7726541554959785
916,8.0,85,100,1,9.0,3.0,2.0,0.0,0.0,white,OTHER,1,Livraison standard,2,15,None,173,3.9017341040462434
104,8.0,65,100,0,18.0,1.0,5.0,1.0,4.0,white,S,1,Livraison standard,2,33,None,239,3.882845188284519
1517,8.0,10,100,0,3.0,0.0,1.0,1.0,1.0,yellow,XS,5,Livraison standard,2,20,None,117,3.7863247863247858
90,8.0,51,100,0,19.0,5.0,5.0,1.0,1.0,pink,S,50,Livraison standard,2,43,None,5846,3.8325350667122815
78,8.0,92,100,0,6.0,5.0,0.0,2.0,3.0,yellow,S,50,Livraison standard,2,55,None,7076,3.968061051441493
956,8.0,47,100,1,69.0,23.0,7.0,7.0,4.0,blue,S,50,Livraison standard,2,43,None,1032,4.577519379844961
70,8.0,22,100,1,24.0,5.0,6.0,6.0,6.0,red,S,50,Livraison standard,3,41,None,50593,3.876761607336984
65,8.0,10,100,0,1.0,1.0,2.0,1.0,2.0,red,XS,4,Livraison standard,3,20,None,224,3.8928571428571432
1544,8.0,7,100,0,3.0,1.0,1.0,0.0,1.0,white,XS,5,Livraison standard,2,23,None,211,3.5450236966824646
1080,8.0,7,100,0,33.0,10.0,4.0,2.0,5.0,pink,XS,50,Livraison standard,2,21,None,8989,3.851930136833908
36,8.0,17,100,1,2.0,0.0,3.0,0.0,3.0,blue,S,50,Livraison standard,3,40,None,47981,4.025364206665138
2,8.0,43,100,0,5.0,4.0,2.0,0.0,3.0,other,XS,1,Livraison standard,3,36,Quantité limitée !,295,3.9898305084745758
181,8.0,7,100,0,5.0,2.0,0.0,0.0,2.0,white,S,50,Livraison standard,2,124,None,32724,4.101118445177852
1483,8.0,22,100,1,8.0,1.0,0.0,1.0,0.0,white,2XS,50,Livraison standard,2,24,None,63,4.238095238095238
1457,8.0,59,100,0,17.0,10.0,11.0,5.0,2.0,green,XS,5,Livraison standard,3,41,None,58154,3.8713588059290847
1436,8.0,7,100,1,3.0,1.0,3.0,1.0,3.0,white,S,50,Livraison standard,2,35,None,5768,4.484396671289876
1411,8.0,59,100,1,55.0,30.0,16.0,6.0,7.0,yellow,2XS,40,Livraison standard,3,18,Quantité limitée !,231,3.7662337662337664
881,8.0,7,100,0,5.0,5.0,1.0,2.0,0.0,white_green,XS,5,Livraison standard,2,23,Quantité limitée !,129,3.7906976744186047
661,8.0,7,100,0,5.0,1.0,0.0,2.0,6.0,brown,S,50,Livraison Express,7,41,None,7012,4.336708499714774
240,8.0,7,100,0,9.0,7.0,2.0,0.0,3.0,purple,XS,50,Livraison standard,3,21,None,6126,4.3183153770812925
524,8.0,9,100,1,38.0,6.0,8.0,2.0,7.0,red,M,2,Livraison standard,3,39,None,1585,4.0769716088328085
218,8.0,7,100,1,5.0,1.0,1.0,0.0,0.0,black_white,XS,2,Livraison standard,3,37,None,610,3.8147540983606567
224,8.0,7,100,1,9.0,3.0,4.0,5.0,2.0,pink,S,17,Livraison standard,3,41,Quantité limitée !,139223,3.933581376640354
203,8.0,11,100,0,5.0,2.0,4.0,4.0,6.0,red,S,50,Livraison standard,2,17,Quantité limitée !,31,3.5806451612903225
312,8.0,26,100,0,13.0,0.0,0.0,0.0,0.0,yellow,S,50,Livraison standard,2,33,Quantité limitée !,138,3.659420289855072
656,8.0,7,100,0,9.0,4.0,2.0,4.0,4.0,pink,S,50,Livraison standard,2,43,None,24132,4.130946461130448
980,8.0,76,100,1,5.0,2.0,1.0,1.0,2.0,purple,5XL,26,Livraison standard,2,25,Quantité limitée !,70,3.5142857142857142
316,8.0,10,100,0,3.0,0.0,1.0,1.0,1.0,yellow,XS,5,Livraison standard,2,20,Quantité limitée !,117,3.7863247863247858
992,8.0,25,100,1,30.0,9.0,7.0,4.0,5.0,black,S,50,Livraison standard,2,43,None,2199,4.106866757617099
1283,15.0,13,50,1,5.0,4.0,1.0,0.0,0.0,green,S,2,Livraison standard,4,36,None,34,3.6764705882352944
497,7.0,6,100,0,10.0,4.0,5.0,3.0,3.0,black,S,50,Livraison standard,2,127,Quantité limitée !,483,4.155279503105589
490,7.0,6,100,0,28.0,11.0,12.0,2.0,8.0,black,S,50,Livraison standard,2,45,None,139607,4.2163859978367855
1232,7.0,14,100,0,29.0,12.0,4.0,2.0,3.0,red,L,50,Livraison standard,2,43,None,1160,4.143965517241379
1541,7.0,84,100,1,18.0,7.0,13.0,5.0,3.0,grey,XS,27,Livraison standard,2,38,None,263,3.779467680608365
1254,7.0,6,100,0,10.0,4.0,5.0,3.0,3.0,black,S,50,Livraison standard,2,127,None,483,4.155279503105589
1261,7.0,6,100,0,10.0,2.0,2.0,1.0,3.0,black,2XS,1,Livraison standard,2,26,Quantité limitée !,75,3.826666666666666
49,7.0,6,100,0,28.0,11.0,12.0,2.0,8.0,black,S,50,Livraison standard,2,45,Quantité limitée !,139607,4.2163859978367855
1395,7.0,17,100,1,11.0,7.0,5.0,3.0,1.0,red,2XS,50,Livraison standard,2,35,None,88,4.0
1551,7.0,6,100,1,7.0,3.0,5.0,1.0,2.0,khaki,M,44,Livraison standard,2,23,None,12309,4.0451702006661785
255,7.0,6,100,1,4.0,4.0,0.0,1.0,2.0,pink,S,50,Livraison standard,2,104,None,855,4.264327485380116
313,7.0,81,100,1,10.0,2.0,5.0,3.0,3.0,green,XS,30,Livraison standard,2,43,None,7602,3.8566166798211
453,7.0,14,100,0,29.0,12.0,4.0,2.0,3.0,red,L,50,Livraison standard,2,43,Quantité limitée !,1160,4.143965517241379
76,7.0,6,100,0,30.0,14.0,5.0,1.0,3.0,green,S,50,Livraison standard,2,31,Quantité limitée !,2055,3.8379562043795623
1414,7.0,6,100,0,4.0,2.0,2.0,0.0,3.0,blue,XS,50,Livraison standard,2,21,None,8989,3.851930136833908
964,7.0,26,100,0,4.0,0.0,0.0,3.0,3.0,white,S,50,Livraison standard,2,33,None,32,3.1875
438,7.0,6,100,0,0.0,0.0,0.0,0.0,0.0,other,XS,50,Livraison standard,2,140,None,0,5.0
119,7.0,43,100,0,10.0,5.0,0.0,2.0,4.0,purple,S,9,Livraison standard,2,40,None,9078,3.878166997135933
121,7.0,6,100,0,2.0,0.0,0.0,0.0,0.0,black,S,50,Livraison standard,2,41,None,9703,3.9707307018447904
239,7.0,33,100,0,3.0,0.0,1.0,0.0,4.0,blue,S,29,Livraison standard,2,43,None,41623,3.9174494870624414
143,7.0,6,100,0,10.0,4.0,5.0,3.0,3.0,black,S,50,Livraison standard,2,127,None,483,4.155279503105589
422,7.0,6,100,0,3.0,1.0,1.0,1.0,0.0,beige,XS,7,Livraison standard,2,24,Quantité limitée !,1559,4.039127645926877
1293,7.0,6,100,0,1.0,1.0,0.0,0.0,2.0,yellow,XS,9,Livraison standard,2,24,Quantité limitée !,10474,3.908535421042582
414,7.0,6,100,1,5.0,3.0,7.0,1.0,6.0,black,2XL,50,Livraison standard,2,41,Quantité limitée !,3060,3.9349673202614377
165,7.0,6,100,1,8.0,4.0,6.0,3.0,0.0,blue,OTHER,3,Livraison standard,2,49,None,44,3.772727272727273
1472,7.0,22,100,0,35.0,9.0,5.0,3.0,0.0,grey,M,50,Livraison standard,2,51,None,2199,4.236471123237837
1073,7.0,34,100,1,77.0,16.0,7.0,3.0,3.0,other,XS,50,Livraison standard,2,35,None,1269,4.150512214342002
1572,7.0,6,100,1,8.0,3.0,1.0,0.0,2.0,red,S,50,Livraison standard,2,41,None,7023,4.235939057382884
736,7.0,6,100,0,30.0,17.0,10.0,1.0,7.0,black,XS,50,Livraison standard,2,40,Quantité limitée !,1047,3.9560649474689593
660,7.0,6,100,0,19.0,12.0,6.0,4.0,6.0,green,XS,50,Livraison standard,2,22,Quantité limitée !,17655,4.1278391390540925
624,7.0,6,100,0,18.0,4.0,4.0,0.0,4.0,purple,XS,50,Livraison standard,2,44,None,16803,4.1550318395524615
1118,7.0,6,100,0,27.0,17.0,7.0,3.0,3.0,black,OTHER,50,Livraison standard,2,139,Quantité limitée !,3038,4.3426596445029615
1206,7.0,6,100,0,31.0,12.0,11.0,9.0,8.0,blue,S,50,Livraison standard,2,36,None,12134,3.86690291742212
567,7.0,6,100,1,7.0,3.0,5.0,1.0,2.0,khaki,M,44,Livraison standard,2,23,Quantité limitée !,12309,4.0451702006661785
751,7.0,6,100,0,30.0,17.0,10.0,1.0,7.0,black,XS,50,Livraison standard,2,40,None,1047,3.9560649474689593
599,7.0,6,100,0,16.0,5.0,3.0,0.0,3.0,black,M,50,Livraison standard,2,56,None,18529,4.135949052836095
1045,7.0,6,100,0,8.0,5.0,2.0,2.0,3.0,red,XS,50,Livraison standard,2,18,None,24,3.625
761,7.0,6,100,1,5.0,3.0,7.0,1.0,6.0,black,2XL,50,Livraison standard,2,41,None,3060,3.9349673202614377
1109,7.0,26,100,0,4.0,0.0,0.0,3.0,3.0,white,S,50,Livraison standard,2,33,None,32,3.1875
636,7.0,6,100,1,16.0,4.0,3.0,0.0,0.0,other,OTHER,50,Livraison standard,2,27,None,105684,4.430935619393664
1041,7.0,9,100,0,14.0,6.0,9.0,4.0,10.0,other,2XS,1,Livraison standard,2,40,None,7363,4.106342523427951
953,13.0,11,50,0,7.0,3.0,1.0,1.0,0.0,pink,L,1,Livraison standard,3,79,None,14358,4.093536704276362
1297,6.0,8,100,1,3.0,4.0,3.0,0.0,3.0,blue,XS,2,Livraison standard,2,40,None,3515,3.983783783783784
302,6.0,6,100,0,17.0,6.0,11.0,6.0,15.0,black,XS,1,Livraison standard,2,27,None,23161,3.930572945900436
1437,6.0,11,100,0,0.0,2.0,1.0,0.0,1.0,white,S,50,Livraison standard,2,17,None,5264,4.032864741641338
1298,6.0,7,100,1,8.0,3.0,1.0,0.0,1.0,black,XS,4,Livraison standard,2,41,None,25222,4.001546269130125
58,6.0,6,100,0,5.0,0.0,1.0,2.0,0.0,white_green,XS,5,Livraison standard,2,23,None,127,3.874015748031496
696,6.0,17,100,0,22.0,9.0,6.0,9.0,9.0,green,3XL,50,Livraison standard,2,49,None,7851,4.216278181123424
861,6.0,6,100,0,6.0,5.0,4.0,0.0,4.0,grey,S,10,Livraison standard,2,45,None,10600,3.8675471698113206
